prompt,chosen,rejected
"Once upon a time, there","Once upon a time, there was an elderly bear named Mittens. Mittens loved to play with his toys in the forest. One day, it was getting cold outside, and Mittens didn't wish to go outside.

Suddenly, a big wolf came roaring through the","Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine. One day, she found a big, shiny rock in the park. She picked it up and showed it to her mommy.

""Look, mommy!"
Once there was a boy,"Once there was a boy called Tim with a pretty nose. One day, Tim sneezed and his head fell down. He looked pained and had no one who could help him. Tim's family asked him if he wanted to feel better but he didn't make a","Once there was a boy named Sam. He was very brave. He wanted to explore the world around him.

One day, he went to the park with his mom. He was so excited to explore the park. But when he got there, he saw something strange"
"One summer morning, a little","One summer morning, a little girl named Lily went to the park. She saw a big, red balloon. It was very colorful and had a long string that was attached to it. Lily wanted to play with the balloon, but she was scared. She wanted to touch it and","One summer morning, a little boy named Timmy woke up in the morning and asked his mommy, ""What a good morning?"".

""It's the weather today,"" her mommy replied, ""We should be very careful when we leave the house again.""

"
Once there was a little,"Once there was a little girl named Jane. She was three years old and loved to explore. One day she was walking with her mommy and daddy when suddenly she heard a loud noise. Jane was scared and looked around. She saw a big dog running towards her.
","Once there was a little girl, Lucy. She was three years old. Lucy had a pet dog named Max. Max was a very smart cat and loved to explore. Lucy loved Max very much.

One day, Lucy and Max had a great adventure in the garden"
Once there was a boy,"Once there was a boy called John. He was three years old and loved football. One day, John was playing in the garden and noticed something very interesting. He quickly went to find out what was wrong. 

John looked through the branches and found a giant orange","Once there was a boy named Jack. He was three years old and he loved to explore. One day, Jack was playing in the park when he saw a big, red ball. He wanted to pick it up, but he couldn't reach it. 

Jack"
Once upon a time there,"Once upon a time there was a little boy called Joe. He loved to play with his friends. One day, he saw a beautiful garden filled with flowers. He liked the sound as they twittered together near him.

Joe thought this would make his favorite flowers bloom","Once upon a time there was a little boy named Timmy. Timmy loved to play outside in the sunshine. One day, he saw a big tree and decided to climb it. 

When he got to the top, he saw a big rock. He decided"
"Once upon a time, there","Once upon a time, there lived a little girl named Lily. She loved to play outside and run around. One day, she saw a big, round ice cream truck. She wanted to try it, so she ran to meet it and got inside.

As she was","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, she found a big, beautiful flower and decided to pick it. She took a deep breath and took a big bite.

As she chewed,"
"One day, Mary was sitting","One day, Mary was sitting under a big tree, listening to the birds chirping and the flowers blooming. She smiled at the sight of the flowers. Inside the tree, a delicate flower sat alone, and there was something even stronger, something that was almost beyond ordinary","One day, Mary was sitting in her room, looking at her toys. She was having so much fun playing with her dolls, but then her mom came in and said, ""Mary, you need to take a break.""

Mary looked at her mom and said, """
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, she saw a big, red ball on the ground. She picked it up and showed it to her mommy.

""Look, Mommy!","Once upon a time, there was a big red truck. The truck was in the woods and it wanted to deliver something special to grandma. But the truck couldn't get to the place she had asked for, so it was stuck in the forest and couldn't get to the destination"
"Once upon a time, a","Once upon a time, a little girl named Lily went for a walk. This was one of the best walks she had ever felt. She saw a huge, colorful tree, and knew it would be a fun spot to swing around. 

As Lily swung on the colorful","Once upon a time, a little girl named Lily went to the park with her mommy. They saw a big slide and Lily wanted to try it. She put her toy car on the slide and slid down.

Suddenly, the slide went down too fast and Lily fell"
